strategy,sharpe,total_return,max_dd,win_rate,annual_return,annual_vol,num_trades
S1_baseline,0.4914037595704268,4.0772575307654835,0.3730703360919935,0.4970229656932237,0.12309469420710917,0.49724886977572585,1
S2_trigger_a,0.18106836873912305,0.24186277053479843,0.3686127387890912,0.10121916643039411,0.01559709178436286,0.19496622993092433,88
S3_trigger_a_fixed,0.34993804483414603,1.233482454932017,0.3159383336753541,0.13807768641905302,0.05909371848190692,0.26784803407149066,69
