fold_id,train_size,test_size,accuracy,f1_binary,precision_binary,recall_binary,f1_macro,cohen_kappa
0,1500,63,0.5555555555555556,0.5882352941176471,0.7407407407407407,0.4878048780487805,0.552738336713996,0.14782608695652166
1,1521,63,0.6031746031746031,0.6031746031746031,0.6129032258064516,0.59375,0.6031746031746031,0.20654911838790924
2,1542,63,0.6190476190476191,0.6666666666666666,0.631578947368421,0.7058823529411765,0.6111111111111112,0.22540983606557363
3,1563,63,0.5238095238095238,0.6052631578947368,0.46,0.8846153846153846,0.5026315789473684,0.13619744058500904
4,1584,63,0.5555555555555556,0.7021276595744681,0.6346153846153846,0.7857142857142857,0.41356382978723405,-0.1351351351351353
5,1605,63,0.4444444444444444,0.47761194029850745,0.7272727272727273,0.35555555555555557,0.44219580065772834,0.016064257028112428
6,1626,63,0.36507936507936506,0.2857142857142857,1.0,0.16666666666666666,0.3571428571428571,0.08695652173913049
7,1647,63,0.3333333333333333,0.19230769230769232,1.0,0.10638297872340426,0.3123700623700624,0.057020669992872475
8,1668,63,0.6349206349206349,0.7294117647058823,0.8378378378378378,0.6458333333333334,0.5842180774748924,0.19633943427620637
9,1689,63,0.6349206349206349,0.6933333333333334,0.7428571428571429,0.65,0.6211764705882353,0.2472727272727273
10,1710,63,0.4603174603174603,0.575,0.4107142857142857,0.9583333333333334,0.41793478260869565,0.08928571428571419
11,1731,63,0.6190476190476191,0.6571428571428571,0.5111111111111111,0.92,0.6142857142857143,0.29999999999999993
12,1752,63,0.5714285714285714,0.5846153846153846,0.48717948717948717,0.7307692307692307,0.5709962168978562,0.17706821480406387
13,1773,63,0.5555555555555556,0.3333333333333333,0.3684210526315789,0.30434782608695654,0.5,0.004514672686230181
14,1794,63,0.7777777777777778,0.36363636363636365,0.26666666666666666,0.5714285714285714,0.6145104895104896,0.25
15,1815,63,0.8095238095238095,0.6,0.6428571428571429,0.5625,0.7375,0.47572815533980584
16,1836,63,0.746031746031746,0.7575757575757576,0.78125,0.7352941176470589,0.7454545454545454,0.49142280524722504
17,1857,63,0.746031746031746,0.8461538461538461,0.88,0.8148148148148148,0.5594405594405594,0.125
18,1878,63,0.31746031746031744,0.410958904109589,1.0,0.25862068965517243,0.299819074696304,0.05246589716684158
19,1899,63,0.30158730158730157,0.4358974358974359,1.0,0.2786885245901639,0.25961538461538464,0.023943661971830954
20,1920,63,0.2222222222222222,0.14035087719298245,1.0,0.07547169811320754,0.2151029748283753,0.025260498894853045
21,1941,63,0.2857142857142857,0.26229508196721313,0.6666666666666666,0.16326530612244897,0.28499369482976045,-0.06299212598425208
22,1962,63,0.6984126984126984,0.822429906542056,0.6984126984126984,1.0,0.411214953271028,0.0
23,1983,63,0.7777777777777778,0.8679245283018868,0.8518518518518519,0.8846153846153846,0.5839622641509434,0.1694915254237288
24,2004,63,0.5714285714285714,0.6746987951807228,0.9333333333333333,0.5283018867924528,0.5233959092182684,0.1698389458272328
25,2025,63,0.5079365079365079,0.6075949367088608,0.7741935483870968,0.5,0.47401023431187717,0.02398800599700146
26,2046,63,0.6190476190476191,0.5714285714285714,0.64,0.5161290322580645,0.6142857142857143,0.23559150657229533
27,2067,63,0.49206349206349204,0.2,1.0,0.1111111111111111,0.413953488372093,0.09677419354838712
28,2088,63,0.5238095238095238,0.0,0.0,0.0,0.34375,-0.031659388646288145
29,2109,63,0.6507936507936508,0.42105263157894735,1.0,0.26666666666666666,0.5855263157894737,0.27586206896551724
30,2130,63,0.4603174603174603,0.6222222222222222,0.45161290322580644,1.0,0.3388888888888889,0.02547770700636931
31,2151,63,0.7777777777777778,0.8055555555555556,0.6904761904761905,0.9666666666666667,0.7731481481481481,0.5625
32,2172,63,0.7619047619047619,0.8421052631578947,0.7272727272727273,1.0,0.6791171477079796,0.40378548895899047
33,2193,63,0.8253968253968254,0.8764044943820225,0.7959183673469388,0.975,0.7895535985423626,0.5892116182572614
34,2214,63,0.7777777777777778,0.8478260869565217,0.8863636363636364,0.8125,0.7180306905370843,0.4389312977099237
35,2235,63,0.5555555555555556,0.65,1.0,0.48148148148148145,0.5206521739130435,0.20967741935483875
36,2256,63,0.3333333333333333,0.36363636363636365,1.0,0.2222222222222222,0.3318181818181818,0.07547169811320764
37,2277,63,0.15873015873015872,0.13114754098360656,1.0,0.07017543859649122,0.1578814627994956,0.01417183348095652
38,2298,63,0.49206349206349204,0.5897435897435898,0.7666666666666667,0.4791666666666667,0.46153846153846156,0.008849557522123908
39,2319,63,0.47619047619047616,0.6373626373626373,0.58,0.7073170731707317,0.34725274725274724,-0.27311696264543794
40,2340,63,0.38095238095238093,0.5063291139240507,0.36363636363636365,0.8333333333333334,0.33827093994074875,-0.051347881899871384
41,2361,63,0.31746031746031744,0.45569620253164556,0.29508196721311475,1.0,0.2704012927551845,0.025889967637540368
42,2382,63,0.2857142857142857,0.34782608695652173,0.21052631578947367,1.0,0.2791762013729977,0.048338368580060576
43,2403,63,0.6031746031746031,0.7126436781609196,0.5535714285714286,1.0,0.5358090185676393,0.21602787456445982
44,2424,63,0.4444444444444444,0.5205479452054794,0.7037037037037037,0.41304347826086957,0.4300852933574567,-0.042553191489361764
45,2445,63,0.3968253968253968,0.3870967741935484,1.0,0.24,0.3966733870967742,0.11529933481152987
46,2466,63,0.6507936507936508,0.5925925925925926,1.0,0.42105263157894735,0.6435185185185185,0.36596523330283615
47,2487,63,0.5396825396825397,0.32558139534883723,1.0,0.19444444444444445,0.4880919024936957,0.17142857142857137
48,2508,63,0.5555555555555556,0.0,0.0,0.0,0.35714285714285715,0.0
49,2529,63,0.5873015873015873,0.13333333333333333,1.0,0.07142857142857142,0.43124999999999997,0.07874015748031493
50,2550,63,0.6825396825396826,0.3333333333333333,0.5,0.25,0.5625,0.15436241610738255
51,2571,63,0.7142857142857143,0.7428571428571429,0.7878787878787878,0.7027027027027027,0.7107142857142857,0.4237804878048781
52,2592,63,0.5555555555555556,0.5172413793103449,0.6818181818181818,0.4166666666666667,0.552738336713996,0.14782608695652166
53,2613,63,0.47619047619047616,0.5217391304347826,0.4090909090909091,0.72,0.47139588100686497,0.03167210060549608
54,2634,63,0.31746031746031744,0.37681159420289856,0.23214285714285715,1.0,0.3112128146453089,0.06295399515738498
55,2655,63,0.3968253968253968,0.5,0.3333333333333333,1.0,0.37,0.08695652173913049
