month,ic,n_samples,rolling_ic
2024-10,0.9999999999999999,2,
2024-12,-0.9999999999999999,2,0.0
2025-03,-0.9999999999999999,2,-0.3333333333333333
2025-05,-0.9999999999999999,2,-0.49999999999999994
2025-07,-0.9999999999999999,2,-0.5999999999999999
2025-09,0.9999999999999999,2,-0.3333333333333333
2025-12,-0.9999999999999999,2,-0.6666666666666666
