序号,入场日期,入场价格,入场概率,入场仓位,出场日期,出场价格,持仓天数,盈亏
1,2024-03-05,63724.01,0.8724245465796013,0.7448490931592027,2024-03-07,66823.17,2,0.048634101965648366
2,2025-03-03,86220.61,0.8713833279922774,0.7427666559845547,2025-03-05,90606.01,2,0.05086254898915693
