序号,入场日期,入场价格,入场概率,入场仓位,出场日期,出场价格,持仓天数,盈亏
1,2025-03-03,86220.61,0.8713833279922774,0.7427666559845547,2025-03-05,90606.01,2,0.05086254898915693
