fold_id,train_size,test_size,accuracy,f1_binary,precision_binary,recall_binary,cohen_kappa
0,800,63,0.5714285714285714,0.5263157894736842,0.625,0.45454545454545453,0.15246636771300437
1,821,63,0.6031746031746031,0.5098039215686274,0.7222222222222222,0.3939393939393939,0.22222222222222232
2,842,63,0.9841269841269841,0.9846153846153847,0.9696969696969697,1.0,0.9682299546142209
3,863,63,0.6825396825396826,0.6296296296296297,1.0,0.4594594594594595,0.4123134328358209
4,884,63,0.873015873015873,0.8620689655172413,0.9259259259259259,0.8064516129032258,0.7454545454545455
5,905,63,0.873015873015873,0.9047619047619048,0.95,0.8636363636363636,0.7155756207674944
6,926,63,0.8888888888888888,0.9195402298850575,0.9523809523809523,0.8888888888888888,0.7407407407407407
7,947,63,0.8095238095238095,0.8571428571428571,1.0,0.75,0.5882352941176471
8,968,63,0.7777777777777778,0.7741935483870968,0.9230769230769231,0.6666666666666666,0.5663716814159292
9,989,63,0.6349206349206349,0.20689655172413793,0.3333333333333333,0.15,0.012269938650306678
10,1010,63,0.746031746031746,0.42857142857142855,0.5454545454545454,0.35294117647058826,0.27482014388489207
11,1031,63,0.8095238095238095,0.7692307692307693,0.9523809523809523,0.6451612903225806,0.6170212765957447
12,1052,63,0.8412698412698413,0.7619047619047619,1.0,0.6153846153846154,0.6527012127894156
13,1073,63,0.9206349206349206,0.8148148148148148,1.0,0.6875,0.7664936990363231
14,1094,63,0.9682539682539683,0.8571428571428571,1.0,0.75,0.8396946564885497
15,1115,63,0.8095238095238095,0.7391304347826086,1.0,0.5862068965517241,0.604602510460251
16,1136,63,0.6825396825396826,0.7058823529411765,1.0,0.5454545454545454,0.41988950276243087
17,1157,63,0.5714285714285714,0.6966292134831461,1.0,0.5344827586206896,0.15415216310293378
18,1178,63,0.6190476190476191,0.7333333333333333,1.0,0.5789473684210527,0.2075471698113207
19,1199,63,0.6031746031746031,0.7252747252747253,1.0,0.5689655172413793,0.17322834645669294
20,1220,63,0.5714285714285714,0.5846153846153846,1.0,0.41304347826086957,0.27524499360886234
21,1241,63,0.7619047619047619,0.810126582278481,0.8888888888888888,0.7441860465116279,0.4976076555023923
22,1262,63,0.8888888888888888,0.9263157894736842,0.9166666666666666,0.9361702127659575,0.7006109979633401
23,1283,63,0.9206349206349206,0.954954954954955,1.0,0.9137931034482759,0.6272189349112426
24,1304,63,0.6666666666666666,0.7789473684210526,1.0,0.6379310344827587,0.2185469580626107
25,1325,63,0.42857142857142855,0.47058823529411764,1.0,0.3076923076923077,0.1343511450381678
26,1346,63,0.2222222222222222,0.14035087719298245,1.0,0.07547169811320754,0.025260498894853045
27,1367,63,0.6190476190476191,0.6363636363636364,0.9130434782608695,0.4883720930232558,0.3064220183486238
28,1388,63,0.8571428571428571,0.8831168831168831,0.8717948717948718,0.8947368421052632,0.6995230524642289
29,1409,63,0.8571428571428571,0.8831168831168831,0.85,0.918918918918919,0.7001586462189318
30,1430,63,0.8888888888888888,0.9278350515463918,0.9574468085106383,0.9,0.6874557051736356
31,1451,63,0.9206349206349206,0.9532710280373832,0.9622641509433962,0.9444444444444444,0.6902654867256637
32,1472,63,0.9365079365079365,0.9629629629629629,0.9811320754716981,0.9454545454545454,0.7412731006160165
33,1493,63,0.9682539682539683,0.9807692307692307,0.9807692307692307,0.9807692307692307,0.8898601398601399
34,1514,63,0.9841269841269841,0.9914529914529915,0.9830508474576272,1.0,0.8804554079696395
35,1535,63,0.9682539682539683,0.9827586206896551,0.9827586206896551,0.9827586206896551,0.7827586206896552
36,1556,63,0.9682539682539683,0.9833333333333333,0.9672131147540983,1.0,0.6519337016574586
37,1577,63,0.9047619047619048,0.9361702127659575,0.9565217391304348,0.9166666666666666,0.749003984063745
38,1598,63,0.9523809523809523,0.9690721649484536,0.9591836734693877,0.9791666666666666,0.8656716417910448
39,1619,63,0.7142857142857143,0.7692307692307693,0.6382978723404256,0.967741935483871,0.43300000000000005
40,1640,63,0.7142857142857143,0.8,0.6792452830188679,0.972972972972973,0.351258581235698
41,1661,63,0.6349206349206349,0.7160493827160493,0.5918367346938775,0.90625,0.2633451957295373
42,1682,63,0.9047619047619048,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.6911764705882353
43,1703,63,0.9365079365079365,0.9649122807017544,0.9649122807017544,0.9649122807017544,0.631578947368421
44,1724,63,0.9523809523809523,0.9702970297029703,1.0,0.9423076923076923,0.850828729281768
45,1745,63,0.8253968253968254,0.8607594936708861,1.0,0.7555555555555555,0.6384976525821596
46,1766,63,0.7142857142857143,0.75,1.0,0.6,0.46153846153846156
47,1787,63,0.7142857142857143,0.7272727272727273,1.0,0.5714285714285714,0.47058823529411764
48,1808,63,0.9682539682539683,0.9666666666666667,0.9354838709677419,1.0,0.9364278506559032
49,1829,63,0.9047619047619048,0.8695652173913043,0.7692307692307693,1.0,0.7965554359526372
50,1850,63,0.8571428571428571,0.8085106382978723,0.6785714285714286,1.0,0.7011070110701108
51,1871,63,0.6507936507936508,0.65625,0.4883720930232558,1.0,0.37735849056603776
52,1892,63,0.5873015873015873,0.4583333333333333,0.3142857142857143,0.8461538461538461,0.22516556291390732
53,1913,63,0.6666666666666666,0.6956521739130435,0.5581395348837209,0.9230769230769231,0.3732828043581241
54,1934,63,0.9047619047619048,0.8928571428571429,0.8620689655172413,0.9259259259259259,0.8073394495412844
55,1955,63,0.8095238095238095,0.8125,0.6842105263157895,1.0,0.632295719844358
