layer,sharpe,total_return,max_dd,win_rate,annual_return,annual_vol,num_trades
P1_top_20,0.6928528278788509,1.7243767439476958,0.17136442925964004,0.03544088460447973,0.07423507069935087,0.11222925702601357,49
P2_top_30,0.7736134913463036,2.0968403387242924,0.10780133472497343,0.03827615537283811,0.08411554490868545,0.11236135136581413,50
P3_top_50,0.7736134913463036,2.0968403387242924,0.10780133472497343,0.03827615537283811,0.08411554490868545,0.11236135136581413,50
P4_all,0.7736134913463036,2.0968403387242924,0.10780133472497343,0.03827615537283811,0.08411554490868545,0.11236135136581413,50
