scenario,label,sharpe,total_return,max_dd,win_rate,annual_return,annual_vol,num_trades
C1_no_cost,无成本,0.9471883232704614,0.5734163563718266,0.03751376544670026,0.025800963992061242,0.03291419999617107,0.03482676081481721,50
C2_realistic,实际(各0.1%,0.594321811115703,0.32480698946112163,0.057442921830223155,0.025800963992061242,0.020299468238484053,0.03482676081481721,50
C3_double,×2,0.24145529896094423,0.11547006158448614,0.11284592451214204,0.025233909838389565,0.007838193244205982,0.03482676081481721,50
C4_stress,压力测试(各0.5%),-0.8171442375033303,-0.3341874372953657,0.33860229220035487,0.024383328607882053,-0.028643373586054954,0.03482676081481721,50
