strategy,sharpe,total_return,max_dd,win_rate,annual_return,annual_vol,num_trades
PS1_fixed_RC1_none,0.7736134913463036,2.0968403387242924,0.10780133472497343,0.03827615537283811,0.08411554490868545,0.11236135136581413,50
PS1_fixed_RC2_dd_cutoff,0.7736134913463036,2.0968403387242924,0.10780133472497343,0.03827615537283811,0.08411554490868545,0.11236135136581413,50
PS2_linear_RC1_none,0.9471883232704613,0.5734163563718264,0.037513765446700265,0.025800963992061242,0.03291419999617107,0.03482676081481721,50
PS2_linear_RC2_dd_cutoff,0.9471883232704613,0.5734163563718264,0.037513765446700265,0.025800963992061242,0.03291419999617107,0.03482676081481721,50
PS3_kelly_RC1_none,0.8681561211416705,0.3095285367962006,0.03015221322427299,0.025800963992061242,0.019454216765159904,0.022484136708957422,50
PS3_kelly_RC2_dd_cutoff,0.8681561211416705,0.3095285367962006,0.03015221322427299,0.025800963992061242,0.019454216765159904,0.022484136708957422,50
