name,label,sharpe,total_return,max_dd,annual_return,annual_vol,result
MA20_60,"双均线(20,60)",-0.01142929158969983,-0.9909593532801321,-0.9913056033129609,-7.29363816408147e-05,0.006381531267129938,"{'sharpe': -0.01142929158969983, 'total_return': -0.9909593532801321, 'max_dd': -0.9913056033129609, 'annual_return': -7.29363816408147e-05, 'annual_vol': 0.006381531267129938, 'positions': array([0., 0., 0., ..., 1., 1., 1.]), 'returns': array([-0.        ,  0.        ,  0.        , ...,  0.00045322,
       -0.00418436, -0.02863514]), 'cumulative': array([1.        , 1.        , 1.        , ..., 0.00934627, 0.00930716,
       0.00904065])}"
MA10_30,"双均线(10,30)",-0.010359267043610088,-0.9878883617587801,-0.9884594224906293,-6.684153692173429e-05,0.00645234229799725,"{'sharpe': -0.010359267043610088, 'total_return': -0.9878883617587801, 'max_dd': -0.9884594224906293, 'annual_return': -6.684153692173429e-05, 'annual_vol': 0.00645234229799725, 'positions': array([0., 0., 0., ..., 1., 1., 1.]), 'returns': array([-0.        ,  0.        ,  0.        , ...,  0.00045322,
       -0.00418436, -0.02863514]), 'cumulative': array([1.        , 1.        , 1.        , ..., 0.01252107, 0.01246868,
       0.01211164])}"
Momentum20,动量(20),-0.008355138976688159,-0.9728889095707445,-0.9754236312797796,-5.1955927370631e-05,0.006218439635246556,"{'sharpe': -0.008355138976688159, 'total_return': -0.9728889095707445, 'max_dd': -0.9754236312797796, 'annual_return': -5.1955927370631e-05, 'annual_vol': 0.006218439635246556, 'positions': array([0., 0., 0., ..., 0., 0., 0.]), 'returns': array([-0.,  0.,  0., ...,  0., -0., -0.]), 'cumulative': array([1.        , 1.        , 1.        , ..., 0.02711109, 0.02711109,
       0.02711109])}"
Momentum10,动量(10),-0.005647683732349793,-0.9307136613511565,-0.9376349990753124,-3.4195715449220084e-05,0.006054821245274035,"{'sharpe': -0.005647683732349793, 'total_return': -0.9307136613511565, 'max_dd': -0.9376349990753124, 'annual_return': -3.4195715449220084e-05, 'annual_vol': 0.006054821245274035, 'positions': array([0., 0., 0., ..., 0., 0., 0.]), 'returns': array([-0.,  0.,  0., ...,  0., -0., -0.]), 'cumulative': array([1.        , 1.        , 1.        , ..., 0.06928634, 0.06928634,
       0.06928634])}"
Breakout20,突破(20),-0.011483343038439878,-0.9906603169645934,-0.9908917462468879,-7.267529705634144e-05,0.006328757820180479,"{'sharpe': -0.011483343038439878, 'total_return': -0.9906603169645934, 'max_dd': -0.9908917462468879, 'annual_return': -7.267529705634144e-05, 'annual_vol': 0.006328757820180479, 'positions': array([0., 0., 0., ..., 1., 1., 0.]), 'returns': array([-0.        ,  0.        ,  0.        , ...,  0.00045322,
       -0.00418436, -0.02863514]), 'cumulative': array([1.        , 1.        , 1.        , ..., 0.00965541, 0.00961501,
       0.00933968])}"
Breakout10,突破(10),-0.004359790070962851,-0.9061741975206385,-0.9114908546094541,-2.6976224979171578e-05,0.006187505485376257,"{'sharpe': -0.004359790070962851, 'total_return': -0.9061741975206385, 'max_dd': -0.9114908546094541, 'annual_return': -2.6976224979171578e-05, 'annual_vol': 0.006187505485376257, 'positions': array([0., 0., 0., ..., 0., 0., 0.]), 'returns': array([-0.,  0.,  0., ...,  0., -0., -0.]), 'cumulative': array([1.       , 1.       , 1.       , ..., 0.0938258, 0.0938258,
       0.0938258])}"
MR_Baseline,MR基准,0.9471883232704614,0.573416356371826,0.037513765446700265,0.03291419999617107,0.03482676081481721,"{'positions': array([0., 0., 0., ..., 0., 0., 0.]), 'returns': array([-0.,  0.,  0., ...,  0., -0., -0.]), 'cumulative': array([1.        , 1.        , 1.        , ..., 1.57341636, 1.57341636,
       1.57341636]), 'entry_indices': [583, 693, 1071, 1197, 1239, 1281, 1386, 1397, 1534, 1576, 1976, 2003, 2033, 2045, 2079, 2087, 2122, 2142, 2197, 2205, 2239, 2261, 2281, 2304, 2345, 2498, 2569, 2575, 2604, 2611, 2617, 2637, 2653, 2659, 2679, 2709, 2721, 2772, 2866, 2961, 3115, 3157, 3195, 3210, 3237, 3356, 3388, 3430, 3444, 3522], 'exit_indices': [1084, 1207, 1242, 1284, 1388, 1536, 1578, 1978, 2008, 2039, 2050, 2083, 2092, 2135, 2146, 2200, 2206, 2242, 2265, 2284, 2305, 2349, 2571, 2580, 2613, 2645, 2655, 2687, 2716, 2729, 2773, 2873, 2964, 3213, 3389, 3431], 'entry_prices': array([nan, nan, nan, ..., nan, nan, nan]), 'exit_prices': array([nan, nan, nan, ..., nan, nan, nan])}"
