fold_id,train_size,test_size,accuracy,f1_binary,precision_binary,recall_binary,cohen_kappa
0,800,63,0.7142857142857143,0.0,0.0,0.0,-0.1095890410958904
1,821,63,0.6031746031746031,0.24242424242424243,0.36363636363636365,0.18181818181818182,0.01253918495297801
2,842,63,0.5238095238095238,0.25,0.4166666666666667,0.17857142857142858,-0.022727272727272707
3,863,63,0.5396825396825397,0.6506024096385542,0.6,0.7105263157894737,-0.00995024875621886
4,884,63,0.5873015873015873,0.5666666666666667,0.7083333333333334,0.4722222222222222,0.20175438596491224
5,905,63,0.5714285714285714,0.3076923076923077,0.6,0.20689655172413793,0.0937666489078316
6,926,63,0.5873015873015873,0.13333333333333333,0.25,0.09090909090909091,-0.06501950585175553
7,947,63,0.4603174603174603,0.2916666666666667,0.2916666666666667,0.2916666666666667,-0.14423076923076916
8,968,63,0.5238095238095238,0.3181818181818182,0.3684210526315789,0.28,-0.03732162458836452
9,989,63,0.6190476190476191,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.16186252771618626
10,1010,63,0.6507936507936508,0.3888888888888889,0.4666666666666667,0.3333333333333333,0.15384615384615385
11,1031,63,0.5873015873015873,0.4090909090909091,0.4090909090909091,0.4090909090909091,0.0920177383592018
12,1052,63,0.5238095238095238,0.4827586206896552,0.4,0.6086956521739131,0.07534246575342463
13,1073,63,0.47619047619047616,0.37735849056603776,0.29411764705882354,0.5263157894736842,-0.015632633121641426
14,1094,63,0.5396825396825397,0.4528301886792453,0.35294117647058826,0.631578947368421,0.1074743527112848
15,1115,63,0.5555555555555556,0.5483870967741935,0.4358974358974359,0.7391304347826086,0.1647727272727273
16,1136,63,0.5555555555555556,0.46153846153846156,0.6666666666666666,0.35294117647058826,0.14035087719298245
17,1157,63,0.49206349206349204,0.4838709677419355,0.625,0.39473684210526316,0.03170028818443815
18,1178,63,0.38095238095238093,0.23529411764705882,0.6666666666666666,0.14285714285714285,0.0
19,1199,63,0.5555555555555556,0.2222222222222222,1.0,0.125,0.12326043737574555
20,1220,63,0.5714285714285714,0.06896551724137931,0.25,0.04,-0.04548248309772607
21,1241,63,0.47619047619047616,0.35294117647058826,0.4090909090909091,0.3103448275862069,-0.07330924109447601
22,1262,63,0.5238095238095238,0.6153846153846154,0.5333333333333333,0.7272727272727273,0.02777777777777768
23,1283,63,0.5238095238095238,0.4444444444444444,0.8,0.3076923076923077,0.153225806451613
24,1304,63,0.5555555555555556,0.3,0.46153846153846156,0.2222222222222222,0.02970297029702962
25,1325,63,0.5238095238095238,0.16666666666666666,0.21428571428571427,0.13636363636363635,-0.14406779661016955
26,1346,63,0.4603174603174603,0.5526315789473685,0.3888888888888889,0.9545454545454546,0.11194029850746279
27,1367,63,0.3968253968253968,0.5476190476190477,0.3770491803278688,1.0,0.03700724054706339
28,1388,63,0.49206349206349204,0.5,0.38095238095238093,0.7272727272727273,0.07692307692307687
29,1409,63,0.5079365079365079,0.39215686274509803,0.3225806451612903,0.5,0.010136847440445962
30,1430,63,0.47619047619047616,0.5352112676056338,0.38,0.9047619047619048,0.1238938053097346
31,1451,63,0.5714285714285714,0.49056603773584906,0.4482758620689655,0.5416666666666666,0.12634822804314327
32,1472,63,0.49206349206349204,0.2,0.2857142857142857,0.15384615384615385,-0.125
33,1493,63,0.5238095238095238,0.4444444444444444,0.5217391304347826,0.3870967741935484,0.04352226720647778
34,1514,63,0.4603174603174603,0.22727272727272727,0.5555555555555556,0.14285714285714285,0.0
35,1535,63,0.5079365079365079,0.0,0.0,0.0,0.0
36,1556,63,0.5555555555555556,0.06666666666666667,0.3333333333333333,0.037037037037037035,-0.02083333333333326
37,1577,63,0.6190476190476191,0.0,0.0,0.0,0.0
38,1598,63,0.5396825396825397,0.17142857142857143,0.2727272727272727,0.125,-0.0894454382826475
39,1619,63,0.6190476190476191,0.25,0.3333333333333333,0.2,0.015625
40,1640,63,0.6507936507936508,0.45,0.391304347826087,0.5294117647058824,0.20253164556962033
41,1661,63,0.5714285714285714,0.47058823529411764,0.36363636363636365,0.6666666666666666,0.16000000000000003
42,1682,63,0.3968253968253968,0.36666666666666664,0.36666666666666664,0.36666666666666664,-0.20909090909090922
43,1703,63,0.47619047619047616,0.2978723404255319,0.5384615384615384,0.20588235294117646,-0.000962927298988836
44,1724,63,0.49206349206349204,0.1111111111111111,0.6666666666666666,0.06060606060606061,0.02608695652173909
45,1745,63,0.6349206349206349,0.20689655172413793,0.6,0.125,0.08695652173913038
46,1766,63,0.5079365079365079,0.27906976744186046,0.375,0.2222222222222222,-0.05853658536585371
47,1787,63,0.5714285714285714,0.5846153846153846,0.5277777777777778,0.6551724137931034,0.15246636771300437
48,1808,63,0.6984126984126984,0.6415094339622641,0.7083333333333334,0.5862068965517241,0.38520801232665636
49,1829,63,0.5238095238095238,0.0625,0.14285714285714285,0.04,-0.134453781512605
50,1850,63,0.49206349206349204,0.4666666666666667,0.42424242424242425,0.5185185185185185,-0.009009009009008917
51,1871,63,0.49206349206349204,0.4482758620689655,0.43333333333333335,0.4642857142857143,-0.02127659574468077
52,1892,63,0.47619047619047616,0.5217391304347826,0.4,0.75,0.04938271604938271
53,1913,63,0.49206349206349204,0.5,0.36363636363636365,0.8,0.11267605633802813
54,1934,63,0.4126984126984127,0.5842696629213483,0.4262295081967213,0.9285714285714286,-0.06389776357827492
55,1955,63,0.5079365079365079,0.6352941176470588,0.4909090909090909,0.9,0.04963503649635037
