strategy,total_return,annual_return,max_drawdown,calmar_ratio,sharpe_ratio,final_capital,n_windows
v0_buy_hold,3.766393367287347,2.884895147707152,0.3202552107099946,9.008113062112649,6.396875600761107,47663.93367287347,21
v1_kappa_dir_thr_0,1.4008309412374191,1.1406828269061795,0.2301894216816254,4.955409410551954,5.225616854771912,24008.30941237419,21
v1_kappa_dir_thr_0.1,1.256498164344269,1.02839173285366,0.2271577982849038,4.527212977787003,5.618379725045359,22564.98164344269,21
v2_kappa_strength_20-80,1.2153934551185621,0.9962423030841989,0.19898124306667217,5.006714639176915,5.724748815248586,22153.934551185623,21
v2_kappa_strength_30-70,1.2804729268513726,1.0471077618271258,0.18248057866536624,5.738187421980387,6.005946830604284,22804.729268513725,21
v3_threshold_adjusted,1.155142819646017,0.9489763640915652,0.19718701043902118,4.8125703691003165,5.537358364262681,21551.42819646017,21
