strategy,total_return,annual_return,avg_drawdown,max_drawdown,avg_sharpe,calmar_ratio,n_folds,signal_distribution
v0_original,0.3577331332479976,0.03707399976337111,0.09622777641756601,0.2582090107054617,0.3715430201250599,0.385273370175018,35,"{'BULL': 22, 'BEAR': 7, 'VOLATILE': 6}"
v1_lower_threshold,0.39374598866923227,0.040310774030157814,0.06345778564538751,0.13677495767292622,0.3769209435884864,0.6352376395844831,35,{'VOLATILE': 35}
v2_granular_signals,0.3577331332479976,0.03707399976337111,0.09622777641756601,0.2582090107054617,0.3715430201250599,0.385273370175018,35,"{'BULL': 22, 'BEAR': 7, 'VOLATILE': 6}"
v3_flexible_position,0.4236999695968049,0.04294733518987437,0.08978552170117589,0.2450630596851093,0.37459946306760783,0.47833252319876707,35,"{'BULL': 22, 'BEAR': 7, 'VOLATILE': 6}"
v4_all_optimizations,0.39374598866923227,0.040310774030157814,0.06345778564538751,0.13677495767292622,0.3769209435884864,0.6352376395844831,35,{'VOLATILE': 35}
