date,close,legacy_bear,trend,drawdown,vol_pctile,multidim_regime
2018-11-21,4661.07,1,-0.32032424902225165,-0.36662155220911374,0.5524691358024691,2
2018-11-22,4370.0,1,-0.360301171964849,-0.40617415811258506,0.5876923076923077,2
2018-11-23,4420.61,1,-0.35054234535206563,-0.39929692107415904,0.6104294478527608,2
2018-11-24,3932.44,1,-0.42002336858472555,-0.46563283897671714,0.6574923547400612,2
2018-11-25,4085.78,1,-0.3950775419172874,-0.44479593861172484,0.6859756097560976,2
2018-11-26,3862.2,1,-0.4259957022799238,-0.4751775362614248,0.6869300911854104,2
2018-11-27,3875.21,1,-0.42211907784865943,-0.47340964742779645,0.6787878787878788,2
2018-11-28,4264.85,1,-0.3620165855642551,-0.42046266778637487,0.8126888217522659,2
2018-11-29,4295.84,1,-0.3552667178280179,-0.41625153212502686,0.8132530120481928,2
2018-11-30,4041.32,1,-0.39135483865915166,-0.4508374710900577,0.8138138138138138,2
2018-12-01,4190.02,1,-0.3669232388118985,-0.43063108603544475,0.8143712574850299,2
2018-12-02,4161.01,1,-0.36932008146800765,-0.43457316559451886,0.8119402985074626,2
2018-12-03,3884.01,1,-0.40944401501863326,-0.4253802555601418,0.8184523809523809,2
2018-12-04,3951.64,1,-0.39719584343008507,-0.4153747372127464,0.8071216617210683,2
2018-12-05,3769.84,1,-0.42296403658226533,-0.44227113282943276,0.8076923076923077,2
2018-12-06,3508.75,1,-0.4608575141331199,-0.4808980851482483,0.8200589970501475,2
2018-12-07,3403.55,1,-0.4750144968525549,-0.4964618960331515,0.8176470588235294,2
2018-12-08,3410.93,1,-0.47201682027020264,-0.4953700621516821,0.8152492668621701,2
2018-12-09,3545.37,1,-0.449520951545882,-0.4754803403326099,0.7631578947368421,2
2018-12-10,3432.88,1,-0.46526740963760604,-0.49212267005164756,0.7376093294460642,2
2018-12-11,3380.39,1,-0.4717665132325427,-0.49988830154735653,0.7296511627906976,2
2018-12-12,3445.0,1,-0.4600295790937622,-0.49032957701053514,0.7101449275362319,2
2018-12-13,3302.06,1,-0.4807913957030482,-0.5114768310779123,0.7109826589595376,2
2018-12-14,3224.17,1,-0.4914895468365085,-0.5230002648214971,0.6167146974063401,2
2018-12-15,3211.72,1,-0.4917499046888648,-0.5248421797028378,0.603448275862069,2
2018-12-16,3228.67,1,-0.48738543981394744,-0.5223345124547474,0.5988538681948424,2
2018-12-17,3509.08,1,-0.4411008192990097,-0.48084926330802,0.66,2
2018-12-18,3652.98,1,-0.41638379578580464,-0.4595599820690697,0.5897435897435898,2
2018-12-19,3662.22,1,-0.41304247846660846,-0.45819297054267705,0.5880681818181818,2
2018-12-20,4049.62,1,-0.34904076053512234,-0.40087908901405034,0.6515580736543909,2
2018-12-21,3838.66,1,-0.38113700875767087,-0.4320895599672746,0.6694915254237288,2
2018-12-22,3948.91,1,-0.3614705353411396,-0.4157786269819078,0.676056338028169,2
2018-12-23,3929.71,1,-0.36265355759668694,-0.41861917041337304,0.6320224719101124,2
2018-12-24,4008.01,1,-0.3480070212050751,-0.40703507923192894,0.6330532212885154,2
2018-12-25,3745.79,1,-0.3887450875240537,-0.44582920936728376,0.6508379888268156,2
2018-12-26,3777.74,1,-0.38165756182876054,-0.4411023675633612,0.5988857938718662,2
2018-12-27,3567.91,1,-0.4144706080134344,-0.47214566070004604,0.6222222222222222,2
2018-12-28,3839.26,1,-0.3683675578760457,-0.43200079298504124,0.6814404432132964,2
2018-12-29,3695.32,1,-0.39062753513890625,-0.45329599202280724,0.6906077348066298,2
2018-12-30,3801.91,1,-0.37176017442743126,-0.43752653762906357,0.6776859504132231,2
2018-12-31,3702.9,1,-0.3866345009090454,-0.45217456914725995,0.6868131868131868,2
2019-01-01,3797.14,1,-0.36967111499715677,-0.43823223513781817,0.695054945054945,2
2019-01-02,3858.56,1,-0.358076513378049,-0.42914545505653723,0.6593406593406593,2
2019-01-03,3766.78,1,-0.3719437681603178,-0.4427238444388225,0.6620879120879121,2
2019-01-04,3792.01,1,-0.366193892627361,-0.4389911928359127,0.6565934065934066,2
2019-01-05,3770.96,1,-0.36814380160758264,-0.4421054344625973,0.6703296703296703,2
2019-01-06,3987.6,1,-0.33028755471612903,-0.41005463607756465,0.6098901098901099,2
2019-01-07,3975.45,1,-0.33078643489483506,-0.41185216746778874,0.6016483516483516,2
2019-01-08,3955.13,1,-0.33303383517753804,-0.4148584092660894,0.6043956043956044,2
2019-01-09,3966.65,1,-0.32985750925607227,-0.41315408320721025,0.45054945054945056,2
2019-01-10,3585.88,1,-0.39287806733923736,-0.469487089582159,0.5769230769230769,2
2019-01-11,3601.31,1,-0.38889435101568015,-0.46720429868905966,0.5631868131868132,2
2019-01-12,3583.13,1,-0.3906932821389151,-0.4698939382507282,0.5659340659340659,2
2019-01-13,3476.81,1,-0.407434239991732,-0.485623447502467,0.5631868131868132,2
2019-01-14,3626.09,1,-0.3808163462339875,-0.4620754826143135,0.521978021978022,2
2019-01-15,3553.06,1,-0.3919136457339484,-0.4631996567436576,0.5247252747252747,2
2019-01-16,3591.84,1,-0.38380117308244366,-0.45496509162973,0.47802197802197804,2
2019-01-17,3616.21,1,-0.3781585349667451,-0.4512671260419021,0.38461538461538464,2
2019-01-18,3594.87,1,-0.3802186090256141,-0.4545053117474519,0.37362637362637363,2
2019-01-19,3665.3,1,-0.3665204237882099,-0.4430650945116392,0.3626373626373626,2
2019-01-20,3539.28,1,-0.38668537599047603,-0.46198958418839664,0.3791208791208791,2
2019-01-21,3526.9,1,-0.3872366922717314,-0.46387148359950503,0.35714285714285715,2
2019-01-22,3570.93,1,-0.3779447927810917,-0.45717842777792983,0.3516483516483517,2
2019-01-23,3552.82,1,-0.379367477211649,-0.45993135171453503,0.33516483516483514,2
2019-01-24,3569.62,1,-0.374716479496934,-0.4573775625298322,0.33516483516483514,2
2019-01-25,3565.29,1,-0.3737764329927705,-0.4580357712899372,0.33516483516483514,2
2019-01-26,3565.25,0,-0.3722775493324657,-0.4580418517403769,0.20054945054945056,2
2019-01-27,3550.84,1,-0.37325476195607477,-0.4602323340113036,0.20054945054945056,2
