strategy,sharpe,total_return,max_dd,win_rate,annual_return,annual_vol,num_trades
S1_MR_only,0.7736134913463036,2.0968403387242924,0.10780133472497343,0.03827615537283811,0.08411554490868545,0.11236135136581413,50
S2_MR_PS,0.9471883232704613,0.5734163563718264,0.037513765446700265,0.025800963992061242,0.03291419999617107,0.03482676081481722,50
S3_Regime_Switch,0.007951628473114284,3.433298243568001,-0.37307033609199364,0.5001417635384179,6.705329792722955e-05,0.008432649758970427,1
