train_end,kappa,accuracy,f1
1500,0.08501594048884165,0.3492063492063492,0.32786885245901637
1521,0.047337278106509006,0.2698412698412698,0.25806451612903225
1542,0.022346368715083775,0.20634920634920634,0.2647058823529412
1563,0.020283975659229125,0.2698412698412698,0.08
1584,0.3090128755364807,0.6349206349206349,0.676056338028169
1605,0.4340425531914893,0.6984126984126984,0.7397260273972602
1626,0.27522123893805306,0.5873015873015873,0.6176470588235294
1647,0.10491803278688516,0.38095238095238093,0.38095238095238093
1668,0.09094884127678182,0.47619047619047616,0.611764705882353
1689,0.2682926829268293,0.6825396825396826,0.7674418604651163
1710,0.1410788381742739,0.6349206349206349,0.7415730337078652
1731,-0.2841260037059914,0.47619047619047616,0.6451612903225806
1752,0.0,0.6031746031746031,0.7524752475247525
1773,0.4017094017094017,0.6825396825396826,0.7222222222222222
1794,0.09815950920245409,0.5555555555555556,0.17647058823529413
1815,0.14782608695652166,0.5555555555555556,0.5172413793103449
1836,-0.009009009009008917,0.49206349206349204,0.5151515151515151
1857,-0.013492475350285416,0.5079365079365079,0.5974025974025974
1878,0.01313794845881755,0.5079365079365079,0.45614035087719296
1899,0.1923076923076923,0.49206349206349204,0.4838709677419355
1920,0.08163265306122447,0.36507936507936506,0.4444444444444444
1941,0.10426540284360197,0.5714285714285714,0.7096774193548387
1962,0.15990730011587495,0.5689655172413793,0.6835443037974683
1983,0.0,0.5405405405405406,0.7017543859649122
