date,funding_rate_mean,funding_rate_sum,funding_rate_max,funding_rate_min
2020-10-06,-5.006666666666667e-06,-1.5020000000000002e-05,6.937e-05,-8.313e-05
2020-10-07,4.02e-06,1.206e-05,1.553e-05,-8.58e-06
2020-10-08,4.9323333333333336e-05,0.00014797,8.856e-05,2.693e-05
2020-10-09,8.709333333333334e-05,0.00026128,0.0001,6.128e-05
2020-10-10,0.0001,0.00030000000000000003,0.0001,0.0001
2020-10-11,0.0001,0.00030000000000000003,0.0001,0.0001
2020-10-12,0.0001,0.00030000000000000003,0.0001,0.0001
2020-10-13,0.0001,0.00030000000000000003,0.0001,0.0001
2020-10-14,0.0001,0.00030000000000000003,0.0001,0.0001
2020-10-15,0.0001,0.00030000000000000003,0.0001,0.0001
2020-10-16,0.0001,0.00030000000000000003,0.0001,0.0001
2020-10-17,0.0001,0.00030000000000000003,0.0001,0.0001
2020-10-18,0.0001,0.00030000000000000003,0.0001,0.0001
2020-10-19,0.0001,0.00030000000000000003,0.0001,0.0001
2020-10-20,7.914e-05,0.00023742000000000001,0.0001,3.742e-05
2020-10-21,6.592666666666666e-05,0.00019778,0.0001,2.291e-05
2020-10-22,0.0001,0.00030000000000000003,0.0001,0.0001
2020-10-23,0.0001,0.00030000000000000003,0.0001,0.0001
2020-10-24,0.0001,0.00030000000000000003,0.0001,0.0001
2020-10-25,0.0001,0.00030000000000000003,0.0001,0.0001
2020-10-26,0.0001,0.00030000000000000003,0.0001,0.0001
2020-10-27,8.467e-05,0.00025401,0.0001,6.127e-05
2020-10-28,7.908333333333334e-05,0.00023725,0.0001,3.725e-05
2020-10-29,-0.00012415666666666666,-0.00037247,-3.189e-05,-0.00026006
2020-10-30,-9.883333333333333e-05,-0.0002965,-9.68e-06,-0.00015268
2020-10-31,-0.00010785,-0.00032355000000000003,9.204e-05,-0.00024694
2020-11-01,-5.1750000000000004e-05,-0.00015525,-4.096e-05,-6.386e-05
2020-11-02,4.441e-05,0.00013323,8.717e-05,-3.275e-05
2020-11-03,-8.704e-05,-0.00026112,-4.67e-06,-0.00017064
2020-11-04,-0.00011418333333333334,-0.00034255,-2.648e-05,-0.00023791
2020-11-05,0.0001,0.00030000000000000003,0.0001,0.0001
2020-11-06,0.00022535,0.00067605,0.0003429,0.0001
2020-11-07,0.0003291733333333333,0.00098752,0.00037914,0.00024948
2020-11-08,0.0001,0.00030000000000000003,0.0001,0.0001
2020-11-09,0.0001,0.00030000000000000003,0.0001,0.0001
2020-11-10,0.0001,0.00030000000000000003,0.0001,0.0001
2020-11-11,0.0001,0.00030000000000000003,0.0001,0.0001
2020-11-12,0.0001,0.00030000000000000003,0.0001,0.0001
2020-11-13,0.0001,0.00030000000000000003,0.0001,0.0001
2020-11-14,8.092333333333333e-05,0.00024277,0.0001,4.277e-05
2020-11-15,0.0001,0.00030000000000000003,0.0001,0.0001
2020-11-16,0.0001,0.00030000000000000003,0.0001,0.0001
2020-11-17,0.0001,0.00030000000000000003,0.0001,0.0001
2020-11-18,0.0003339866666666667,0.00100196,0.00057572,0.00021138
2020-11-19,0.00029074,0.0008722199999999999,0.00052207,0.0001
2020-11-20,0.0003830466666666667,0.00114914,0.00039647,0.0003665
2020-11-21,0.00026479333333333336,0.00079438,0.00059438,0.0001
2020-11-22,0.0007796166666666667,0.00233885,0.00086985,0.00066537
2020-11-23,0.0009524966666666666,0.00285749,0.00108391,0.00076207
2020-11-24,0.0006411433333333333,0.00192343,0.00081176,0.00050801
2020-11-25,0.0006586866666666667,0.00197606,0.00084235,0.00038079
2020-11-26,0.00025780000000000003,0.0007734,0.00035414,0.0001313
2020-11-27,0.00010257666666666666,0.00030773,0.00010773,0.0001
2020-11-28,0.0001,0.00030000000000000003,0.0001,0.0001
2020-11-29,0.0001,0.00030000000000000003,0.0001,0.0001
2020-11-30,0.0001649366666666667,0.00049481,0.00029481,0.0001
2020-12-01,0.00033587333333333336,0.00100762,0.00045929,0.00011546
2020-12-02,0.0001,0.00030000000000000003,0.0001,0.0001
2020-12-03,0.00015151666666666665,0.00045454999999999996,0.00025455,0.0001
2020-12-04,0.00010901,0.00032703,0.00012703,0.0001
2020-12-05,0.0001,0.00030000000000000003,0.0001,0.0001
2020-12-06,0.0001,0.00030000000000000003,0.0001,0.0001
2020-12-07,0.0001,0.00030000000000000003,0.0001,0.0001
2020-12-08,0.0001,0.00030000000000000003,0.0001,0.0001
2020-12-09,0.0001,0.00030000000000000003,0.0001,0.0001
2020-12-10,0.0001,0.00030000000000000003,0.0001,0.0001
2020-12-11,0.0001,0.00030000000000000003,0.0001,0.0001
2020-12-12,4.0596666666666664e-05,0.00012179,0.0001,-2.135e-05
2020-12-13,0.0001,0.00030000000000000003,0.0001,0.0001
2020-12-14,0.0001,0.00030000000000000003,0.0001,0.0001
2020-12-15,0.0001,0.00030000000000000003,0.0001,0.0001
2020-12-16,0.00022018000000000002,0.00066054,0.00046054,0.0001
2020-12-17,0.00028657666666666667,0.00085973,0.00054618,0.0001
2020-12-18,0.0004237066666666666,0.00127112,0.00053548,0.00028532
2020-12-19,0.00039525333333333335,0.0011857600000000001,0.00070544,0.0001
2020-12-20,0.0005153666666666666,0.0015461,0.00078228,0.00037486
2020-12-21,0.00031928333333333333,0.00095785,0.00041795,0.00023741
2020-12-22,0.00013318666666666665,0.00039956,0.00019956,0.0001
2020-12-23,0.00010508,0.00031524,0.0001131,0.0001
2020-12-24,0.00015738666666666667,0.00047216,0.00027216,0.0001
2020-12-25,0.00021144333333333334,0.00063433,0.00034905,0.0001
2020-12-26,0.00012321666666666666,0.00036965,0.00016965,0.0001
2020-12-27,0.0003885733333333333,0.0011657199999999999,0.00071164,0.0001994
2020-12-28,0.0005029133333333333,0.00150874,0.00071278,0.00036133
2020-12-29,0.00042179,0.00126537,0.0004893,0.00037693
2020-12-30,0.0006289833333333333,0.00188695,0.00076836,0.00048979
2020-12-31,0.00050127,0.00150381,0.00060345,0.00036744
2021-01-01,0.0002784866666666667,0.00083546,0.00034457,0.00022753
2021-01-02,0.00048540666666666666,0.00145622,0.00115471,0.0001
2021-01-03,0.0013126933333333334,0.00393808,0.00155006,0.00114744
2021-01-04,0.0015224833333333336,0.004567450000000001,0.00236482,0.00056137
2021-01-05,0.00066136,0.00198408,0.00088338,0.00047166
2021-01-06,0.0016215133333333331,0.00486454,0.00210008,0.00127193
2021-01-07,0.0011430033333333332,0.0034290099999999997,0.00142744,0.00099841
2021-01-08,0.0014581766666666666,0.00437453,0.00213517,0.00092044
2021-01-09,0.0009227133333333334,0.00276814,0.00146942,0.00062954
2021-01-10,0.00106408,0.0031922400000000003,0.00145604,0.00052988
2021-01-11,0.0007382766666666667,0.00221483,0.00086486,0.00053444
2021-01-12,0.00046441999999999995,0.00139326,0.00054945,0.00033526
2021-01-13,0.00035962666666666663,0.00107888,0.0007053,0.00014768
2021-01-14,0.0007315366666666667,0.00219461,0.00078331,0.00068503
2021-01-15,0.0007943199999999999,0.00238296,0.00118185,0.00055628
2021-01-16,0.00037023,0.00111069,0.00068496,0.0001
2021-01-17,0.00024461666666666666,0.00073385,0.00033109,0.0001
2021-01-18,0.0006941533333333334,0.00208246,0.0010355,0.00049321
2021-01-19,0.0012007566666666668,0.0036022700000000003,0.00158467,0.0006167
2021-01-20,0.00040875666666666667,0.00122627,0.00088178,0.00016482
2021-01-21,0.00039007999999999995,0.00117024,0.00048357,0.00026589
2021-01-22,0.0001,0.00030000000000000003,0.0001,0.0001
2021-01-23,0.00010727333333333334,0.00032182,0.00012182,0.0001
2021-01-24,0.00021918666666666665,0.00065756,0.00041388,0.0001
2021-01-25,0.00034889,0.00104667,0.00052253,0.0001
2021-01-26,0.00011168666666666666,0.00033506,0.00013506,0.0001
2021-01-27,0.0001,0.00030000000000000003,0.0001,0.0001
2021-01-28,0.00014087333333333334,0.00042262,0.00022262,0.0001
2021-01-29,0.0008053066666666667,0.0024159200000000002,0.00166789,0.0001
2021-01-30,0.00041612,0.00124836,0.00052428,0.000332
2021-01-31,0.00048431666666666663,0.00145295,0.00054944,0.00044234
2021-02-01,0.00039447,0.00118341,0.00066848,0.00013932
2021-02-02,0.0006774866666666666,0.00203246,0.00122181,0.00036787
2021-02-03,0.0007779633333333333,0.00233389,0.00080805,0.00075287
2021-02-04,0.00055095,0.00165285,0.00074286,0.00029063
2021-02-05,0.0007687566666666666,0.00230627,0.00099154,0.00056635
2021-02-06,0.0006899333333333334,0.0020698,0.00102371,0.00034782
2021-02-07,0.0010895766666666666,0.00326873,0.00155546,0.00065121
2021-02-08,0.00122049,0.00366147,0.00248993,0.00057887
2021-02-09,0.00159619,0.00478857,0.00186573,0.00131125
2021-02-10,0.0013735333333333335,0.0041206,0.0017535,0.00112397
2021-02-11,0.0011130733333333334,0.00333922,0.0017411,0.00076742
2021-02-12,0.0011997833333333332,0.00359935,0.00128772,0.00105533
2021-02-13,0.0011918466666666668,0.0035755400000000003,0.00141609,0.00075946
2021-02-14,0.0012690733333333333,0.00380722,0.00149489,0.00085048
2021-02-15,0.0007553666666666667,0.0022661,0.0011786,0.00040617
2021-02-16,0.0012165466666666667,0.00364964,0.00141818,0.000996
2021-02-17,0.0011487133333333334,0.00344614,0.00147112,0.00093436
2021-02-18,0.0013746466666666665,0.0041239399999999996,0.00154303,0.00125842
2021-02-19,0.00101524,0.00304572,0.00128791,0.00084526
2021-02-20,0.0013177266666666665,0.00395318,0.00156318,0.00116465
2021-02-21,0.0010839966666666666,0.0032519899999999997,0.0012582,0.00099022
2021-02-22,0.00095565,0.00286695,0.00117049,0.00077864
2021-02-23,0.00022616,0.00067848,0.0002962,0.00013281
2021-02-24,0.00033026666666666665,0.0009908,0.00051791,0.0001
2021-02-25,0.00023335333333333332,0.00070006,0.00034053,0.00017706
2021-02-26,0.0001,0.00030000000000000003,0.0001,0.0001
2021-02-27,0.0002825733333333333,0.0008477199999999999,0.0004457,0.00010038
2021-02-28,0.00019235333333333333,0.00057706,0.00037706,0.0001
2021-03-01,0.00012307,0.00036921,0.00016921,0.0001
2021-03-02,0.0001,0.00030000000000000003,0.0001,0.0001
2021-03-03,0.00021692666666666666,0.00065078,0.00045078,0.0001
2021-03-04,0.0001,0.00030000000000000003,0.0001,0.0001
2021-03-05,0.0001,0.00030000000000000003,0.0001,0.0001
2021-03-06,0.0001,0.00030000000000000003,0.0001,0.0001
2021-03-07,0.00012535333333333332,0.00037606,0.00017606,0.0001
2021-03-08,0.00014919,0.00044757,0.00024757,0.0001
2021-03-09,0.0005714433333333333,0.00171433,0.00072419,0.00041976
2021-03-10,0.0004328166666666667,0.00129845,0.00056915,0.00024344
2021-03-11,0.0009355833333333334,0.0028067500000000002,0.00099305,0.00085439
2021-03-12,0.0007344933333333333,0.00220348,0.00102002,0.00051199
2021-03-13,0.0005517166666666667,0.0016551500000000002,0.00060567,0.00047834
2021-03-14,0.0009383,0.0028149,0.00115069,0.00081828
2021-03-15,0.0006766533333333333,0.00202996,0.0010521,0.00015776
2021-03-16,0.00033036000000000003,0.00099108,0.00040673,0.00022573
2021-03-17,0.00026392,0.00079176,0.00035367,0.00019234
2021-03-18,0.00030690333333333335,0.00092071,0.00032547,0.00029259
2021-03-19,0.00026051,0.00078153,0.0003326,0.00012887
2021-03-20,0.00047556000000000003,0.00142668,0.0004928,0.00044452
2021-03-21,0.0002791366666666667,0.00083741,0.00042375,0.0001
2021-03-22,0.00048819333333333337,0.00146458,0.00051919,0.00045562
2021-03-23,0.00031024666666666667,0.00093074,0.00042245,0.0002421
2021-03-24,0.0003214766666666667,0.0009644300000000001,0.00053454,0.00016567
2021-03-25,0.00010609333333333334,0.00031828,0.00011828,0.0001
2021-03-26,0.00012,0.00036,0.00016,0.0001
2021-03-27,0.0001,0.00030000000000000003,0.0001,0.0001
2021-03-28,0.0001,0.00030000000000000003,0.0001,0.0001
2021-03-29,0.00012723666666666667,0.00038171,0.00018171,0.0001
2021-03-30,0.00047595,0.00142785,0.00083501,0.00027258
2021-03-31,0.00070019,0.00210057,0.00080754,0.00058414
2021-04-01,0.0008548533333333333,0.00256456,0.00109277,0.00051932
2021-04-02,0.00093083,0.00279249,0.00106221,0.00071058
2021-04-03,0.0009080766666666667,0.0027242300000000002,0.00107843,0.00063267
2021-04-04,0.0004236866666666667,0.00127106,0.0005209,0.00026521
2021-04-05,0.00040029999999999997,0.0012009,0.00043217,0.00037409
2021-04-06,0.0007956700000000001,0.00238701,0.00097189,0.00057776
2021-04-07,0.00055006,0.00165018,0.00057609,0.0005366
2021-04-08,0.0003065066666666667,0.0009195200000000001,0.00040784,0.00024943
2021-04-09,0.0002256566666666667,0.00067697,0.00026301,0.00019611
2021-04-10,0.0009374499999999999,0.00281235,0.00148624,0.00012959
2021-04-11,0.0009738666666666666,0.0029216,0.00105998,0.00086735
2021-04-12,0.0009816466666666666,0.00294494,0.00106358,0.00093793
2021-04-13,0.0009889,0.0029667,0.0012267,0.00084072
2021-04-14,0.00101287,0.0030386099999999997,0.00108567,0.00090508
2021-04-15,0.0008958033333333333,0.00268741,0.00110324,0.00076335
2021-04-16,0.0011506266666666666,0.00345188,0.00120022,0.00109647
2021-04-17,0.00065495,0.0019648499999999998,0.00087572,0.00054007
2021-04-18,0.00050024,0.0015007199999999999,0.00081624,0.0001
2021-04-19,0.0001,0.00030000000000000003,0.0001,0.0001
2021-04-20,0.0001,0.00030000000000000003,0.0001,0.0001
2021-04-21,0.0001,0.00030000000000000003,0.0001,0.0001
2021-04-22,0.0001,0.00030000000000000003,0.0001,0.0001
2021-04-23,0.00022539333333333332,0.00067618,0.00047618,0.0001
2021-04-24,0.00018144000000000002,0.00054432,0.00027672,0.0001
2021-04-25,0.00023419333333333332,0.00070258,0.00038558,0.0001
2021-04-26,0.0001,0.00030000000000000003,0.0001,0.0001
2021-04-27,0.0001,0.00030000000000000003,0.0001,0.0001
2021-04-28,0.0001,0.00030000000000000003,0.0001,0.0001
2021-04-29,0.0001,0.00030000000000000003,0.0001,0.0001
2021-04-30,0.0001,0.00030000000000000003,0.0001,0.0001
2021-05-01,0.0001790166666666667,0.0005370500000000001,0.00032496,0.0001
2021-05-02,0.0003546233333333333,0.00106387,0.00045285,0.00015819
2021-05-03,0.00047936,0.00143808,0.00067307,0.00036188
2021-05-04,0.0004319033333333333,0.0012957099999999998,0.00066426,0.00012186
2021-05-05,0.00032964333333333334,0.00098893,0.00044701,0.00011734
2021-05-06,0.0007653633333333333,0.0022960899999999998,0.0009352,0.00059968
2021-05-07,0.00038367333333333333,0.00115102,0.00053313,0.00017144
2021-05-08,0.0005069166666666667,0.00152075,0.0005937,0.00046279
2021-05-09,0.00052217,0.00156651,0.00063864,0.00043845
2021-05-10,0.0007414733333333334,0.00222442,0.00098653,0.00033531
2021-05-11,0.00038685333333333337,0.0011605600000000002,0.00050874,0.00025625
2021-05-12,0.00030052000000000003,0.00090156,0.00039761,0.00016659
2021-05-13,0.00014833666666666667,0.00044501,0.00022863,0.0001
2021-05-14,0.0003010933333333333,0.00090328,0.0004004,0.00015069
2021-05-15,0.00013425333333333332,0.00040276,0.00020153,0.0001
2021-05-16,0.00031042,0.0009312599999999999,0.00040248,0.00016682
2021-05-17,0.0004442766666666667,0.0013328300000000001,0.00063989,0.0001
2021-05-18,0.0003039166666666667,0.00091175,0.00054643,0.00014723
2021-05-19,-0.00014628,-0.00043883999999999997,0.00035813,-0.00089697
2021-05-20,0.0001,0.00030000000000000003,0.0001,0.0001
2021-05-21,5.5150000000000006e-05,0.00016545,0.0001,-1.001e-05
2021-05-22,-1.482666666666666e-05,-4.447999999999998e-05,0.0001,-0.00024448
2021-05-23,-4.58e-06,-1.374e-05,4.696e-05,-5.011e-05
2021-05-24,-5.4499999999999997e-05,-0.0001635,2.089e-05,-9.905e-05
2021-05-25,0.0001,0.00030000000000000003,0.0001,0.0001
2021-05-26,0.0001,0.00030000000000000003,0.0001,0.0001
2021-05-27,0.0001,0.00030000000000000003,0.0001,0.0001
2021-05-28,0.0001,0.00030000000000000003,0.0001,0.0001
2021-05-29,0.00010125,0.00030375,0.00010375,0.0001
2021-05-30,0.0001,0.00030000000000000003,0.0001,0.0001
2021-05-31,0.0001,0.00030000000000000003,0.0001,0.0001
2021-06-01,0.0001,0.00030000000000000003,0.0001,0.0001
2021-06-02,0.0001,0.00030000000000000003,0.0001,0.0001
2021-06-03,0.0001,0.00030000000000000003,0.0001,0.0001
2021-06-04,0.00013522,0.00040566,0.00020566,0.0001
2021-06-05,0.0001,0.00030000000000000003,0.0001,0.0001
2021-06-06,0.0001,0.00030000000000000003,0.0001,0.0001
2021-06-07,0.0001,0.00030000000000000003,0.0001,0.0001
2021-06-08,7.005000000000001e-05,0.00021015,0.0001,1.015e-05
2021-06-09,-3.4129999999999993e-05,-0.00010238999999999999,0.0001,-0.00014842
2021-06-10,-2.55333333333333e-06,-7.659999999999991e-06,0.0001,-0.00016793
2021-06-11,5.796e-05,0.00017388,0.0001,2.612e-05
2021-06-12,4.68666666666667e-06,1.4060000000000011e-05,0.0001,-7.78e-05
2021-06-13,1.9776666666666666e-05,5.933e-05,9.64e-05,-6.559e-05
2021-06-14,5.618666666666667e-05,0.00016856,0.0001,-3.144e-05
2021-06-15,9.334000000000001e-05,0.00028002,0.0001,8.002e-05
2021-06-16,0.0001,0.00030000000000000003,0.0001,0.0001
2021-06-17,0.0001,0.00030000000000000003,0.0001,0.0001
2021-06-18,5.229e-05,0.00015687,0.0001,3.45e-06
2021-06-19,-2.390333333333333e-05,-7.170999999999999e-05,7.475e-05,-9.441e-05
2021-06-20,5.2100000000000035e-06,1.563000000000001e-05,0.0001,-0.00018437
2021-06-21,-3.8236666666666666e-05,-0.00011471,0.0001,-0.00019854
2021-06-22,-4.9530000000000015e-05,-0.00014859000000000004,0.0001,-0.00032806
2021-06-23,-0.00011173666666666667,-0.00033521,6.7e-07,-0.00019895
2021-06-24,-5.549333333333333e-05,-0.00016648,0.0001,-0.00018863
2021-06-25,7.457333333333334e-05,0.00022372,0.0001,2.372e-05
2021-06-26,-0.00011507,-0.00034521,-0.00010371,-0.00013121
2021-06-27,-0.00034195,-0.00102585,-0.00023578,-0.00052905
2021-06-28,3.4660000000000004e-05,0.00010398,0.0001,-2.914e-05
2021-06-29,7.409666666666667e-05,0.00022229000000000001,0.0001,3.883e-05
2021-06-30,0.0001,0.00030000000000000003,0.0001,0.0001
2021-07-01,0.0001,0.00030000000000000003,0.0001,0.0001
2021-07-02,2.0390000000000003e-05,6.117000000000001e-05,0.0001,-0.00012187
2021-07-03,-4.962e-05,-0.00014886,3.53e-05,-0.0001355
2021-07-04,-2.5356666666666664e-05,-7.607e-05,4.428e-05,-0.0001527
2021-07-05,3.186666666666667e-05,9.56e-05,0.0001,-0.0001044
2021-07-06,-6.678e-05,-0.00020034,-6.81e-06,-0.0001114
2021-07-07,2.2126666666666666e-05,6.638e-05,0.0001,-0.00013362
2021-07-08,-0.00011033666666666665,-0.00033100999999999996,1.382e-05,-0.0002808
2021-07-09,-0.00015698,-0.00047094,-0.00010885,-0.00018845
2021-07-10,2.612666666666667e-05,7.838e-05,7.847e-05,-8.1e-07
2021-07-11,4.804e-05,0.00014412,0.0001,-3.373e-05
2021-07-12,7.438e-05,0.00022314,0.0001,3.463e-05
2021-07-13,6.684e-05,0.00020052,0.0001,5.2e-07
2021-07-14,-1.4533333333333308e-06,-4.359999999999992e-06,0.0001,-0.00011753
2021-07-15,2.2310000000000005e-05,6.693000000000001e-05,0.0001,-4.883e-05
2021-07-16,-1.4503333333333332e-05,-4.3509999999999995e-05,6.105e-05,-0.00011529
2021-07-17,2.674e-05,8.022e-05,0.0001,-4.343e-05
2021-07-18,5.188666666666667e-05,0.00015566,0.0001,-4.434e-05
2021-07-19,-1.8523333333333333e-05,-5.557e-05,3.183e-05,-7.51e-05
2021-07-20,-0.00015731666666666668,-0.00047195,-0.00012569,-0.00018939
2021-07-21,-0.0003144066666666667,-0.00094322,-0.00022869,-0.00039139
2021-07-22,-4.508333333333333e-05,-0.00013524999999999998,1.374e-05,-0.00016261
2021-07-23,-5.877e-05,-0.00017631,3.44e-06,-0.00016985
2021-07-24,-0.00010409333333333334,-0.00031228,-7.246e-05,-0.00013379
2021-07-25,-0.00017530333333333332,-0.00052591,-5.198e-05,-0.00025685
2021-07-26,-0.00011613666666666668,-0.00034841000000000006,0.0001,-0.00054841
2021-07-27,5.917333333333334e-05,0.00017752000000000002,0.0001,-2.248e-05
2021-07-28,5.987666666666667e-05,0.00017963,0.0001,-2.037e-05
2021-07-29,6.589666666666666e-05,0.00019768999999999999,0.0001,1.493e-05
2021-07-30,5.874333333333334e-05,0.00017623,0.0001,-2.377e-05
2021-07-31,0.0001,0.00030000000000000003,0.0001,0.0001
2021-08-01,0.0001,0.00030000000000000003,0.0001,0.0001
2021-08-02,0.0001,0.00030000000000000003,0.0001,0.0001
2021-08-03,0.0001,0.00030000000000000003,0.0001,0.0001
2021-08-04,7.090666666666667e-05,0.00021272,0.0001,1.272e-05
2021-08-05,0.0001,0.00030000000000000003,0.0001,0.0001
2021-08-06,0.0001,0.00030000000000000003,0.0001,0.0001
2021-08-07,0.0001,0.00030000000000000003,0.0001,0.0001
2021-08-08,0.0001,0.00030000000000000003,0.0001,0.0001
2021-08-09,0.0001,0.00030000000000000003,0.0001,0.0001
2021-08-10,0.0001,0.00030000000000000003,0.0001,0.0001
2021-08-11,0.0001,0.00030000000000000003,0.0001,0.0001
2021-08-12,0.0001,0.00030000000000000003,0.0001,0.0001
2021-08-13,0.0001,0.00030000000000000003,0.0001,0.0001
2021-08-14,0.0001,0.00030000000000000003,0.0001,0.0001
2021-08-15,0.0001,0.00030000000000000003,0.0001,0.0001
2021-08-16,0.00011308,0.00033924,0.00013924,0.0001
2021-08-17,0.0001,0.00030000000000000003,0.0001,0.0001
2021-08-18,0.0001,0.00030000000000000003,0.0001,0.0001
2021-08-19,0.0001,0.00030000000000000003,0.0001,0.0001
2021-08-20,0.00011920333333333334,0.00035761,0.00014278,0.0001
2021-08-21,0.00015569,0.00046707,0.00020013,0.0001
2021-08-22,0.00011604333333333333,0.00034813,0.00014813,0.0001
2021-08-23,0.0002438766666666667,0.00073163,0.0003918,0.0001
2021-08-24,0.0002688266666666667,0.00080648,0.00041348,0.0001
2021-08-25,0.00013189333333333335,0.00039568000000000003,0.00019568,0.0001
2021-08-26,0.00013955,0.00041865,0.00021865,0.0001
2021-08-27,0.0001,0.00030000000000000003,0.0001,0.0001
2021-08-28,0.00021792333333333331,0.0006537699999999999,0.0003224,0.0001
2021-08-29,0.0001,0.00030000000000000003,0.0001,0.0001
2021-08-30,0.00014183333333333333,0.0004255,0.0002255,0.0001
2021-08-31,0.00029103666666666664,0.00087311,0.00036162,0.00023354
2021-09-01,0.0003528033333333334,0.00105841,0.00044618,0.00027256
2021-09-02,0.0004887166666666667,0.00146615,0.00057405,0.0004052
2021-09-03,0.00035202,0.00105606,0.00047856,0.00024375
2021-09-04,0.00024982,0.00074946,0.00043928,0.00011799
2021-09-05,0.0001,0.00030000000000000003,0.0001,0.0001
2021-09-06,0.00015594333333333334,0.00046783,0.00026783,0.0001
2021-09-07,0.00014325666666666667,0.00042977,0.00022977,0.0001
2021-09-08,0.0001,0.00030000000000000003,0.0001,0.0001
2021-09-09,0.0001,0.00030000000000000003,0.0001,0.0001
2021-09-10,0.00010371666666666666,0.00031115,0.00011115,0.0001
2021-09-11,0.0001,0.00030000000000000003,0.0001,0.0001
2021-09-12,0.0001,0.00030000000000000003,0.0001,0.0001
2021-09-13,0.0001,0.00030000000000000003,0.0001,0.0001
2021-09-14,0.0001,0.00030000000000000003,0.0001,0.0001
2021-09-15,0.0001,0.00030000000000000003,0.0001,0.0001
2021-09-16,0.0001,0.00030000000000000003,0.0001,0.0001
2021-09-17,0.0001,0.00030000000000000003,0.0001,0.0001
2021-09-18,0.0001,0.00030000000000000003,0.0001,0.0001
2021-09-19,0.0001,0.00030000000000000003,0.0001,0.0001
2021-09-20,0.0001,0.00030000000000000003,0.0001,0.0001
2021-09-21,0.0001,0.00030000000000000003,0.0001,0.0001
2021-09-22,0.0001,0.00030000000000000003,0.0001,0.0001
2021-09-23,7.526333333333333e-05,0.00022579,0.0001,4.744e-05
2021-09-24,-4.1379999999999993e-05,-0.00012414,3.978e-05,-8.536e-05
2021-09-25,8.543e-05,0.00025629,0.0001,5.629e-05
2021-09-26,3.590333333333334e-05,0.00010771000000000001,0.0001,-1.686e-05
2021-09-27,0.0001,0.00030000000000000003,0.0001,0.0001
2021-09-28,5.207666666666666e-05,0.00015623,9.756e-05,2.549e-05
2021-09-29,4.622e-05,0.00013866,5.661e-05,3.757e-05
2021-09-30,9.745000000000001e-05,0.00029235000000000003,0.0001,9.235e-05
2021-10-01,3.1696666666666664e-05,9.509e-05,0.0001,-2.693e-05
2021-10-02,4.911333333333333e-05,0.00014733999999999998,5.938e-05,3.519e-05
2021-10-03,0.0001,0.00030000000000000003,0.0001,0.0001
2021-10-04,0.0001,0.00030000000000000003,0.0001,0.0001
2021-10-05,2.578e-05,7.734e-05,0.0001,-2.427e-05
2021-10-06,0.0001,0.00030000000000000003,0.0001,0.0001
2021-10-07,0.00023949666666666668,0.00071849,0.00032669,0.0001
2021-10-08,0.00023383666666666668,0.00070151,0.00033379,0.00013417
2021-10-09,0.00011905666666666666,0.00035716999999999997,0.00015717,0.0001
2021-10-10,0.00013635333333333332,0.00040906,0.00020906,0.0001
2021-10-11,0.0001,0.00030000000000000003,0.0001,0.0001
2021-10-12,0.0001,0.00030000000000000003,0.0001,0.0001
2021-10-13,0.0001,0.00030000000000000003,0.0001,0.0001
2021-10-14,0.00016693,0.00050079,0.00022797,0.0001
2021-10-15,0.00018895,0.00056685,0.00036685,0.0001
2021-10-16,0.00039754333333333336,0.00119263,0.00048084,0.00027876
2021-10-17,0.00038554,0.0011566200000000001,0.0004425,0.00031281
2021-10-18,0.00023547333333333333,0.00070642,0.00038415,0.0001
2021-10-19,0.00011658000000000001,0.00034974,0.00014974,0.0001
2021-10-20,0.0002774566666666667,0.00083237,0.00063237,0.0001
2021-10-21,0.0006274466666666667,0.00188234,0.00068927,0.00057124
2021-10-22,0.00030406000000000004,0.0009121800000000001,0.00033487,0.00024509
2021-10-23,0.00019475666666666667,0.00058427,0.00026183,0.00014854
2021-10-24,0.00033478333333333333,0.00100435,0.00037238,0.00030335
2021-10-25,0.00028888666666666667,0.00086666,0.00048777,0.00017861
2021-10-26,0.0005254166666666667,0.00157625,0.00060638,0.00040992
2021-10-27,0.0002883366666666667,0.00086501,0.00033175,0.00023017
2021-10-28,0.00013118666666666666,0.00039356,0.00015574,0.0001
2021-10-29,0.00021869999999999998,0.0006561,0.00024122,0.00017968
2021-10-30,0.00026212,0.00078636,0.00038483,0.00016972
2021-10-31,0.00037292333333333337,0.00111877,0.00048915,0.00019088
2021-11-01,0.0004026766666666666,0.00120803,0.00056812,0.00031437
2021-11-02,0.00032179,0.00096537,0.00047797,0.00015524
2021-11-03,0.00052478,0.00157434,0.0008207,0.00031399
2021-11-04,0.0004770166666666667,0.0014310500000000001,0.0005075,0.00045987
2021-11-05,0.0002603566666666667,0.00078107,0.00041167,0.00018372
2021-11-06,0.00045389333333333335,0.00136168,0.00053155,0.00037687
2021-11-07,0.0003031966666666667,0.00090959,0.00037438,0.00017244
2021-11-08,0.00041316333333333335,0.00123949,0.00049328,0.00025861
2021-11-09,0.00048591,0.00145773,0.00067839,0.00038683
2021-11-10,0.0005447533333333333,0.00163426,0.00068212,0.00037679
2021-11-11,0.00018341000000000003,0.0005502300000000001,0.00023211,0.0001
2021-11-12,0.0003013933333333333,0.00090418,0.00036867,0.00018008
2021-11-13,0.00023005333333333332,0.00069016,0.00031732,0.00015442
