date,dxy_close,vix_close,ndx_close,spx_close,gold_close,tnx_close
2018-01-02,91.8499984741211,9.770000457763672,7006.89990234375,2695.81005859375,1313.699951171875,2.4649999141693115
2018-01-03,92.16000366210938,9.149999618530273,7065.52978515625,2713.06005859375,1316.199951171875,2.447000026702881
2018-01-04,91.8499984741211,9.220000267028809,7077.91015625,2723.989990234375,1319.4000244140625,2.453000068664551
2018-01-05,91.94999694824219,9.220000267028809,7136.56005859375,2743.14990234375,1320.300048828125,2.4760000705718994
2018-01-08,92.33000183105469,9.520000457763672,7157.39013671875,2747.7099609375,1318.5999755859375,2.4800000190734863
2018-01-09,92.52999877929688,10.079999923706055,7163.580078125,2751.2900390625,1311.699951171875,2.5460000038146973
2018-01-10,92.33000183105469,9.819999694824219,7153.56982421875,2748.22998046875,1317.4000244140625,2.549999952316284
2018-01-11,91.8499984741211,9.880000114440918,7211.77978515625,2767.56005859375,1320.5999755859375,2.5309998989105225
2018-01-12,90.97000122070312,10.15999984741211,7261.06005859375,2786.239990234375,1333.4000244140625,2.552000045776367
2018-01-16,90.38999938964844,11.65999984741211,7223.68994140625,2776.419921875,1335.4000244140625,2.5439999103546143
2018-01-17,90.54000091552734,11.90999984741211,7298.27978515625,2802.56005859375,1338.0,2.578000068664551
2018-01-18,90.5,12.220000267028809,7296.0498046875,2798.030029296875,1326.0,2.6110000610351562
2018-01-19,90.56999969482422,11.270000457763672,7336.3798828125,2810.300048828125,1331.9000244140625,2.63700008392334
2018-01-22,90.4000015258789,11.029999732971191,7408.02978515625,2832.969970703125,1330.9000244140625,2.6649999618530273
2018-01-23,90.12000274658203,11.100000381469727,7460.2900390625,2839.1298828125,1335.699951171875,2.624000072479248
2018-01-24,89.20999908447266,11.470000267028809,7415.06005859375,2837.5400390625,1355.9000244140625,2.6540000438690186
2018-01-25,89.38999938964844,11.579999923706055,7411.16015625,2839.25,1362.4000244140625,2.621000051498413
2018-01-26,89.06999969482422,11.079999923706055,7505.77001953125,2872.8701171875,1351.5999755859375,2.6619999408721924
2018-01-29,89.30999755859375,13.84000015258789,7466.509765625,2853.530029296875,,2.6989998817443848
2018-01-30,89.19000244140625,14.789999961853027,7402.47998046875,2822.429931640625,1335.4000244140625,2.7260000705718994
2018-01-31,89.12999725341797,13.539999961853027,7411.47998046875,2823.81005859375,1339.0,2.7200000286102295
2018-02-01,88.66999816894531,13.470000267028809,7385.85986328125,2821.97998046875,1344.300048828125,2.7730000019073486
2018-02-02,89.19999694824219,17.309999465942383,7240.9501953125,2762.1298828125,1333.699951171875,2.8540000915527344
2018-02-05,89.55000305175781,37.31999969482422,6967.52978515625,2648.93994140625,1333.0,2.7939999103546143
2018-02-06,89.58999633789062,29.979999542236328,7115.8798828125,2695.139892578125,1326.0999755859375,2.7679998874664307
2018-02-07,90.26000213623047,27.729999542236328,7051.97998046875,2681.659912109375,1311.5999755859375,2.8440001010894775
2018-02-08,90.2300033569336,33.459999084472656,6777.16015625,2581.0,1316.9000244140625,2.8510000705718994
2018-02-09,90.44000244140625,29.059999465942383,6874.490234375,2619.550048828125,1313.0999755859375,2.8289999961853027
2018-02-12,90.20999908447266,25.610000610351562,6981.9599609375,2656.0,1324.199951171875,2.8570001125335693
2018-02-13,89.69999694824219,24.969999313354492,7013.509765625,2662.93994140625,1328.0999755859375,2.8399999141693115
2018-02-14,89.12000274658203,19.260000228881836,7143.6201171875,2698.6298828125,1355.5,2.9130001068115234
2018-02-15,88.58999633789062,19.1299991607666,7256.43017578125,2731.199951171875,1352.0999755859375,2.8910000324249268
2018-02-16,89.0999984741211,19.459999084472656,7239.47021484375,2732.219970703125,1353.199951171875,2.877000093460083
2018-02-20,89.72000122070312,20.600000381469727,7234.31005859375,2716.260009765625,1328.800048828125,2.8929998874664307
2018-02-21,90.08000183105469,20.020000457763672,7218.22998046875,2701.330078125,1330.0,2.943000078201294
2018-02-22,89.75,18.719999313354492,7210.08984375,2703.9599609375,1330.5999755859375,2.9170000553131104
2018-02-23,89.87999725341797,16.489999771118164,7337.39013671875,2747.300048828125,1328.199951171875,2.871000051498413
2018-02-26,89.81999969482422,15.800000190734863,7421.4599609375,2779.60009765625,1330.699951171875,2.8589999675750732
2018-02-27,90.36000061035156,18.59000015258789,7330.35009765625,2744.280029296875,1315.5,2.9079999923706055
2018-02-28,90.61000061035156,19.850000381469727,7273.009765625,2713.830078125,1315.5,2.868000030517578
2018-03-01,90.31999969482422,22.469999313354492,7180.56005859375,2677.669921875,1302.9000244140625,2.803999900817871
2018-03-02,89.94000244140625,19.59000015258789,7257.8701171875,2691.25,1321.0999755859375,2.8570001125335693
2018-03-05,90.08000183105469,18.729999542236328,7330.7099609375,2720.93994140625,1318.0999755859375,2.88100004196167
2018-03-06,89.62000274658203,18.360000610351562,7372.009765625,2728.1201171875,1333.5999755859375,2.877000093460083
2018-03-07,89.63999938964844,17.760000228881836,7396.64990234375,2726.800048828125,1326.0,2.882999897003174
2018-03-08,90.12000274658203,16.540000915527344,7427.9501953125,2738.969970703125,1319.9000244140625,2.865999937057495
2018-03-09,90.08999633789062,14.640000343322754,7560.81005859375,2786.570068359375,1322.4000244140625,2.8940000534057617
2018-03-12,89.9000015258789,15.779999732971191,7588.31982421875,2783.02001953125,1319.4000244140625,2.869999885559082
2018-03-13,89.66000366210938,16.350000381469727,7511.009765625,2765.31005859375,1325.9000244140625,2.8480000495910645
2018-03-14,89.69999694824219,17.229999542236328,7496.81005859375,2749.47998046875,1324.4000244140625,2.816999912261963
2018-03-15,90.13999938964844,16.59000015258789,7481.740234375,2747.330078125,1316.800048828125,2.8259999752044678
2018-03-16,90.2300033569336,15.800000190734863,7481.990234375,2752.010009765625,1311.300048828125,2.8480000495910645
2018-03-19,89.9000015258789,19.020000457763672,7344.240234375,2712.919921875,1316.800048828125,2.8450000286102295
2018-03-20,90.37000274658203,18.200000762939453,7364.2998046875,2716.93994140625,1311.0999755859375,2.878999948501587
2018-03-21,89.77999877929688,17.860000610351562,7345.2900390625,2711.929931640625,1320.699951171875,2.9070000648498535
2018-03-22,89.86000061035156,23.34000015258789,7166.68017578125,2643.68994140625,1326.5999755859375,2.8320000171661377
2018-03-23,89.44000244140625,24.8700008392334,6992.669921875,2588.260009765625,1349.300048828125,2.8299999237060547
2018-03-26,89.02999877929688,21.030000686645508,7220.5400390625,2658.550048828125,1354.4000244140625,2.8429999351501465
2018-03-27,89.37000274658203,22.5,7008.81005859375,2612.6201171875,1341.300048828125,2.7860000133514404
2018-03-28,90.05999755859375,22.8700008392334,6949.22998046875,2605.0,1324.199951171875,2.7750000953674316
2018-03-29,90.1500015258789,19.969999313354492,7063.4501953125,2640.8701171875,1322.800048828125,2.740999937057495
2018-04-02,90.05000305175781,23.6200008392334,6870.1201171875,2581.8798828125,1342.0999755859375,2.7320001125335693
2018-04-03,90.19999694824219,21.100000381469727,6941.27978515625,2614.449951171875,1332.800048828125,2.7839999198913574
2018-04-04,90.13999938964844,20.059999465942383,7042.10986328125,2644.68994140625,1335.800048828125,2.7880001068115234
2018-04-05,90.45999908447266,18.940000534057617,7076.5498046875,2662.840087890625,1324.300048828125,2.8320000171661377
2018-04-06,90.11000061035156,21.489999771118164,6915.10986328125,2604.469970703125,1331.9000244140625,2.7750000953674316
2018-04-09,89.83999633789062,21.770000457763672,6950.33984375,2613.159912109375,1336.300048828125,2.7860000133514404
2018-04-10,89.58999633789062,20.469999313354492,7094.2998046875,2656.8701171875,1342.0,2.796999931335449
2018-04-11,89.56999969482422,20.239999771118164,7069.02978515625,2642.18994140625,1356.5,2.7899999618530273
2018-04-12,89.75,18.489999771118164,7140.25,2663.989990234375,1338.4000244140625,2.8340001106262207
2018-04-13,89.80000305175781,17.40999984741211,7106.64990234375,2656.300048828125,1344.800048828125,2.8289999961853027
2018-04-16,89.43000030517578,16.559999465942383,7156.27978515625,2677.840087890625,1347.5,2.8320000171661377
2018-04-17,89.5199966430664,15.25,7281.10009765625,2706.389892578125,1347.199951171875,2.813999891281128
2018-04-18,89.62000274658203,15.600000381469727,7295.240234375,2708.639892578125,1351.199951171875,2.867000102996826
2018-04-19,89.94000244140625,15.960000038146973,7238.06005859375,2693.1298828125,1346.800048828125,2.9140000343322754
2018-04-20,90.31999969482422,16.8799991607666,7146.1298828125,2670.139892578125,1336.699951171875,2.9509999752044678
2018-04-23,90.94000244140625,16.34000015258789,7128.60009765625,2670.2900390625,1322.5,2.9730000495910645
2018-04-24,90.7699966430664,18.020000457763672,7007.35009765625,2634.56005859375,1331.4000244140625,2.9830000400543213
2018-04-25,91.16999816894531,17.84000015258789,7003.740234375,2639.39990234375,1321.199951171875,3.0239999294281006
2018-04-26,91.55999755859375,16.239999771118164,7118.68017578125,2666.93994140625,1316.300048828125,2.990000009536743
2018-04-27,91.54000091552734,15.40999984741211,7119.7998046875,2669.909912109375,1320.300048828125,2.9570000171661377
2018-04-30,91.83999633789062,15.930000305175781,7066.27001953125,2648.050048828125,1316.199951171875,2.936000108718872
2018-05-01,92.44999694824219,15.489999771118164,7130.7001953125,2654.800048828125,1303.800048828125,2.9760000705718994
2018-05-02,92.51000213623047,15.970000267028809,7100.89990234375,2635.669921875,1302.5999755859375,2.9639999866485596
2018-05-03,92.41000366210938,15.899999618530273,7088.14990234375,2629.72998046875,1310.699951171875,2.946000099182129
2018-05-04,92.56999969482422,14.770000457763672,7209.6201171875,2663.419921875,1312.699951171875,2.944000005722046
2018-05-07,92.75,14.75,7265.2099609375,2672.6298828125,1312.199951171875,2.950000047683716
2018-05-08,93.12000274658203,14.710000038146973,7266.89990234375,2671.919921875,1312.0,2.9690001010894775
2018-05-09,93.04000091552734,13.420000076293945,7339.91015625,2697.7900390625,1311.300048828125,3.003999948501587
