train_end,kappa,accuracy,f1
1500,0.33429394812680124,0.6507936507936508,0.725
1521,0.015209125475285079,0.4126984126984127,0.5194805194805194
1542,-0.03031511767052253,0.3492063492063492,0.49382716049382713
1563,0.0,0.7619047619047619,0.8648648648648649
1584,0.0,0.6984126984126984,0.822429906542056
1605,0.0,0.42857142857142855,0.6
1626,0.07856247388215643,0.4444444444444444,0.5333333333333333
1647,0.03976143141153066,0.2698412698412698,0.34285714285714286
1668,0.11423550087873457,0.49206349206349204,0.6190476190476191
1689,-0.07547169811320753,0.3968253968253968,0.3870967741935484
1710,0.04807692307692324,0.30158730158730157,0.18518518518518517
1731,0.004860267314702238,0.38095238095238093,0.09302325581395349
1752,0.0,0.6031746031746031,0.7524752475247525
1773,0.504424778761062,0.746031746031746,0.75
1794,0.06547314578005115,0.5396825396825397,0.12121212121212122
1815,0.14382785956964894,0.6190476190476191,0.42857142857142855
1836,0.2157676348547718,0.5714285714285714,0.425531914893617
1857,0.19928825622775803,0.6031746031746031,0.6376811594202898
1878,0.33883058470764615,0.6666666666666666,0.6440677966101694
1899,0.16393442622950827,0.4603174603174603,0.46875
1920,0.06918918918918926,0.3492063492063492,0.4383561643835616
1941,0.2417582417582418,0.6349206349206349,0.7415730337078652
1962,0.22711471610660494,0.603448275862069,0.7088607594936709
1983,0.0,0.5405405405405406,0.7017543859649122
