date,value
2020-04-14,0.8802857143
2020-04-15,0.8765714286
2020-04-16,0.8514285714
2020-04-17,0.8567142857
2020-04-18,0.8581428571
2020-04-19,0.8497142857
2020-04-20,0.8344285714
2020-04-21,0.8131428571
2020-04-22,0.8088571429
2020-04-23,0.8285714286
2020-04-24,0.8144285714
2020-04-25,0.8101428571
2020-04-26,0.8088571429
2020-04-27,0.8275714286
2020-04-28,0.8644285714
2020-04-29,0.8754285714
2020-04-30,0.8934285714
2020-05-01,0.9262857143
2020-05-02,0.9744285714
2020-05-03,1.0074285714
2020-05-04,1.031
2020-05-05,1.0471428571
2020-05-06,1.0791428571
2020-05-07,1.0891428571
2020-05-08,1.085
2020-05-09,1.0821428571
2020-05-10,1.0614285714
2020-05-11,0.9757142857
2020-05-12,0.8797142857
2020-05-13,0.7798571429
2020-05-14,0.6958571429
2020-05-15,0.6182857143
2020-05-16,0.5105714286
2020-05-17,0.4452857143
2020-05-18,0.4367142857
2020-05-19,0.4364285714
2020-05-20,0.4408571429
2020-05-21,0.4332857143
2020-05-22,0.429
2020-05-23,0.4314285714
2020-05-24,0.4248571429
2020-05-25,0.4241428571
2020-05-26,0.4344285714
2020-05-27,0.439
2020-05-28,0.4497142857
2020-05-29,0.4738571429
2020-05-30,0.4967142857
2020-05-31,0.5115714286
2020-06-01,0.5195714286
2020-06-02,0.5244285714
2020-06-03,0.5378571429
2020-06-04,0.5682857143
2020-06-05,0.5905714286
2020-06-06,0.5987142857
2020-06-07,0.6114285714
2020-06-08,0.631
2020-06-09,0.6474285714
2020-06-10,0.6611428571
2020-06-11,0.6511428571
2020-06-12,0.629
2020-06-13,0.6317142857
2020-06-14,0.6164285714
2020-06-15,0.6091428571
2020-06-16,0.5917142857
2020-06-17,0.5604285714
2020-06-18,0.549
2020-06-19,0.5377142857
2020-06-20,0.5252857143
2020-06-21,0.531
2020-06-22,0.5375714286
2020-06-23,0.538
2020-06-24,0.5477142857
2020-06-25,0.5591428571
2020-06-26,0.5581428571
2020-06-27,0.5602857143
2020-06-28,0.5585714286
2020-06-29,0.5498571429
2020-06-30,0.5632857143
2020-07-01,0.5758571429
2020-07-02,0.5761428571
2020-07-03,0.5888571429
2020-07-04,0.5971428571
2020-07-05,0.605
2020-07-06,0.6152857143
2020-07-07,0.6127142857
2020-07-08,0.6157142857
2020-07-09,0.6182857143
2020-07-10,0.6202857143
2020-07-11,0.6177142857
2020-07-12,0.6142857143
2020-07-13,0.6061428571
2020-07-14,0.5978571429
2020-07-15,0.5824285714
2020-07-16,0.5582857143
2020-07-17,0.5441428571
2020-07-18,0.5327142857
2020-07-19,0.5298571429
2020-07-20,0.5211428571
2020-07-21,0.5287142857
2020-07-22,0.534
2020-07-23,0.5634285714
2020-07-24,0.5761428571
2020-07-25,0.5998571429
2020-07-26,0.6231428571
2020-07-27,0.65
2020-07-28,0.6682857143
2020-07-29,0.6817142857
2020-07-30,0.6954285714
2020-07-31,0.7115714286
2020-08-01,0.7125714286
2020-08-02,0.7251428571
2020-08-03,0.729
2020-08-04,0.7221428571
2020-08-05,0.745
2020-08-06,0.7485714286
2020-08-07,0.7535714286
2020-08-08,0.7717142857
2020-08-09,0.761
2020-08-10,0.771
2020-08-11,0.7921428571
2020-08-12,0.7868571429
2020-08-13,0.8017142857
2020-08-14,0.8151428571
2020-08-15,0.8157142857
2020-08-16,0.8111428571
2020-08-17,0.8075714286
2020-08-18,0.796
2020-08-19,0.7974285714
2020-08-20,0.787
2020-08-21,0.771
2020-08-22,0.774
2020-08-23,0.7894285714
2020-08-24,0.7757142857
2020-08-25,0.7775714286
2020-08-26,0.7607142857
2020-08-27,0.7682857143
2020-08-28,0.7754285714
2020-08-29,0.7537142857
2020-08-30,0.755
2020-08-31,0.7822857143
2020-09-01,0.7845714286
2020-09-02,0.7767142857
2020-09-03,0.747
2020-09-04,0.7318571429
2020-09-05,0.7368571429
2020-09-06,0.743
2020-09-07,0.7261428571
2020-09-08,0.7197142857
2020-09-09,0.7424285714
2020-09-10,0.7454285714
2020-09-11,0.7707142857
2020-09-12,0.7817142857
2020-09-13,0.7878571429
