train_end,kappa,accuracy,f1
1500,-0.011033099297893534,0.49206349206349204,0.5555555555555556
1521,0.21052631578947367,0.6031746031746031,0.5283018867924528
1542,0.38520801232665636,0.6984126984126984,0.7397260273972602
1563,0.23600746268656714,0.5873015873015873,0.6388888888888888
1584,-0.2962962962962963,0.4444444444444444,0.5977011494252874
1605,0.07547169811320764,0.6666666666666666,0.7835051546391752
1626,0.30000000000000004,0.746031746031746,0.8333333333333334
1647,0.09047160731472559,0.7619047619047619,0.8623853211009175
1668,0.0,0.7619047619047619,0.8648648648648649
1689,-0.12847436689314407,0.5396825396825397,0.6881720430107527
1710,0.0,0.38095238095238093,0.5517241379310345
1731,-0.06573223779603676,0.4444444444444444,0.4444444444444444
1752,0.07457627118644061,0.5873015873015873,0.3157894736842105
1773,0.1700598802395209,0.6507936507936508,0.3888888888888889
1794,0.15197568389057758,0.5079365079365079,0.3111111111111111
1815,0.10044313146233386,0.5396825396825397,0.40816326530612246
1836,0.314540059347181,0.6507936507936508,0.6206896551724138
1857,-0.13953488372093004,0.3333333333333333,0.46153846153846156
1878,0.028328611898017053,0.2222222222222222,0.26865671641791045
1899,0.03004130679684558,0.3492063492063492,0.49382716049382713
1920,0.012296341838303082,0.19047619047619047,0.07272727272727272
1941,0.09090909090909094,0.36507936507936506,0.3103448275862069
1962,0.5173836181496759,0.7936507936507936,0.8505747126436781
1983,0.12458073790129376,0.5396825396825397,0.6419753086419753
2004,-0.1570247933884299,0.36507936507936506,0.5
2025,-0.3911671924290221,0.3333333333333333,0.4878048780487805
2046,0.23790322580645162,0.6190476190476191,0.6129032258064516
2067,0.0,0.4603174603174603,0.32
2088,0.0,0.5396825396825397,0.0
2109,0.0,0.5238095238095238,0.0
2130,0.0,0.4444444444444444,0.6153846153846154
2151,0.7114503816793893,0.8571428571428571,0.8363636363636363
2172,0.5891304347826087,0.8095238095238095,0.85
2193,0.7437536316095293,0.8888888888888888,0.9195402298850575
2214,0.1573033707865168,0.6031746031746031,0.6987951807228916
2235,0.12499999999999989,0.42857142857142855,0.5
2256,0.060975609756097615,0.30158730158730157,0.3125
2277,-0.012987012987013102,0.1746031746031746,0.1875
2298,0.06528189910979232,0.7619047619047619,0.8623853211009175
2319,0.05836298932384354,0.6666666666666666,0.7961165048543689
2340,0.019656019656019597,0.3968253968253968,0.5581395348837209
2361,0.10256410256410253,0.4444444444444444,0.47761194029850745
2382,0.03976143141153066,0.2698412698412698,0.34285714285714286
2403,0.24701195219123506,0.6190476190476191,0.7209302325581395
2424,0.37145049884881043,0.7936507936507936,0.8712871287128713
2445,-0.1590013140604467,0.5555555555555556,0.7021276595744681
2466,-0.1454545454545455,0.5079365079365079,0.6593406593406593
2487,-0.12435233160621761,0.5079365079365079,0.6736842105263158
2508,0.03952569169960485,0.5714285714285714,0.06896551724137931
2529,0.03952569169960485,0.5714285714285714,0.06896551724137931
2550,0.06043956043956045,0.3968253968253968,0.5
2571,0.4943820224719101,0.7619047619047619,0.810126582278481
2592,0.4814814814814815,0.746031746031746,0.7777777777777778
2613,0.2172112287160608,0.5714285714285714,0.6197183098591549
2634,0.11529933481152987,0.3968253968253968,0.40625
2655,0.021321961620469176,0.19047619047619047,0.2153846153846154
